ticker,expiry,option_type,spot,strike,mid,t,r,df
SPY,2026-08-21,call,751.280029296875,794.0,1.09,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,795.0,1.015,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,796.0,0.94,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,797.0,0.88,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,798.0,0.81,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,799.0,0.75,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,800.0,0.695,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,805.0,0.485,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,810.0,0.345,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,815.0,0.25,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,820.0,0.19,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,825.0,0.145,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,830.0,0.1149999999999999,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,835.0,0.095,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,840.0,0.075,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,845.0,0.065,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,850.0,0.055,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,855.0,0.045,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,860.0,0.035,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,870.0,0.035,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,880.0,0.025,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,890.0,0.025,0.1232876712328767,0.0,1.0
